datetime,temp,rain(mm),weather,snow(cm)
2020/7/10 00:00:00,23.2,0,,
2020/7/10 1:00:00,23.4,0,,
2020/7/10 2:00:00,23.6,0,,
2020/7/10 3:00:00,22.9,0,4,
2020/7/10 4:00:00,22.8,0,,
2020/7/10 5:00:00,22.8,0,,
2020/7/10 6:00:00,23.3,0,10,
2020/7/10 7:00:00,23.3,0,,
2020/7/10 8:00:00,23.9,0,,
2020/7/10 9:00:00,24.9,0,10,
2020/7/10 10:00:00,25.6,0,,
2020/7/10 11:00:00,26.4,0.5,,
2020/7/10 12:00:00,27.4,0,10,
2020/7/10 13:00:00,26.3,0,,
2020/7/10 14:00:00,27.8,0,,
2020/7/10 15:00:00,27.2,0,4,
2020/7/10 16:00:00,27.2,0,,
2020/7/10 17:00:00,27.2,0,,
2020/7/10 18:00:00,26.4,0,4,
2020/7/10 19:00:00,26.5,0,,
2020/7/10 20:00:00,26,0,,
2020/7/10 21:00:00,26,0,4,
2020/7/10 22:00:00,25.7,0,,
2020/7/10 23:00:00,25.8,0,,
2020/7/11 00:00:00,25.7,0,,
2020/7/11 1:00:00,25.5,0,,
2020/7/11 2:00:00,25.9,0,,
2020/7/11 3:00:00,26.1,0,4,
2020/7/11 4:00:00,26.2,0,,
2020/7/11 5:00:00,26.6,0,,
2020/7/11 6:00:00,26.7,0,4,
2020/7/11 7:00:00,27.4,0,,
2020/7/11 8:00:00,28.8,0,,
2020/7/11 9:00:00,28.7,0,4,
2020/7/11 10:00:00,28.3,0,,
2020/7/11 11:00:00,29,0,,
2020/7/11 12:00:00,29.2,0,4,
2020/7/11 13:00:00,29.9,0,,
2020/7/11 14:00:00,26.5,0.5,,
2020/7/11 15:00:00,28.3,0,4,
2020/7/11 16:00:00,28.2,0,,
2020/7/11 17:00:00,27.8,0,,
2020/7/11 18:00:00,27.8,0,4,
2020/7/11 19:00:00,27.9,0,,
2020/7/11 20:00:00,27.5,0,,
2020/7/11 21:00:00,27.4,0,4,
2020/7/11 22:00:00,27.1,0,,
2020/7/11 23:00:00,27.2,0,,
2020/7/12 00:00:00,24.9,1.5,,
2020/7/12 1:00:00,25.2,0.5,,
2020/7/12 2:00:00,25.3,0,,
2020/7/12 3:00:00,24.9,0,4,
2020/7/12 4:00:00,25,0,,
2020/7/12 5:00:00,24.7,0,,
2020/7/12 6:00:00,25.4,0,4,
2020/7/12 7:00:00,26.4,0,,
2020/7/12 8:00:00,27.3,0,,
2020/7/12 9:00:00,27.5,0,3,
2020/7/12 10:00:00,29.4,0,,
2020/7/12 11:00:00,30.4,0,,
2020/7/12 12:00:00,30.6,0,4,
2020/7/12 13:00:00,30.4,0,,
2020/7/12 14:00:00,30.7,0,,
2020/7/12 15:00:00,29.8,0,4,
2020/7/12 16:00:00,29.6,0,,
2020/7/12 17:00:00,27.9,0,,
2020/7/12 18:00:00,24.6,0,2,
2020/7/12 19:00:00,24,0,,
2020/7/12 20:00:00,22.6,0,,
2020/7/12 21:00:00,21.5,0,10,
2020/7/12 22:00:00,21.4,0,,
2020/7/12 23:00:00,20.5,0,,
2020/7/13 00:00:00,20,0,,
2020/7/13 1:00:00,19.2,2,,
2020/7/13 2:00:00,18.8,0,,
2020/7/13 3:00:00,18.9,0,10,
2020/7/13 4:00:00,18.9,0,,
2020/7/13 5:00:00,18.9,0,,
2020/7/13 6:00:00,19,0,10,
2020/7/13 7:00:00,19.2,0.5,,
2020/7/13 8:00:00,20,0,,
2020/7/13 9:00:00,21.1,0,4,
2020/7/13 10:00:00,21.9,0,,
2020/7/13 11:00:00,22.3,0,,
2020/7/13 12:00:00,23.3,0,4,
2020/7/13 13:00:00,23.8,0,,
2020/7/13 14:00:00,23.8,0,,
2020/7/13 15:00:00,22.8,0,10,
2020/7/13 16:00:00,21.9,0,,
2020/7/13 17:00:00,21,1,,
2020/7/13 18:00:00,21.2,0,10,
2020/7/13 19:00:00,21.2,0.5,,
2020/7/13 20:00:00,21.5,0,,
2020/7/13 21:00:00,21.5,0.5,10,
2020/7/13 22:00:00,21.5,0,,
2020/7/13 23:00:00,21.4,0.5,,
2020/7/14 00:00:00,21.2,1,,
2020/7/14 1:00:00,21.1,0.5,,
2020/7/14 2:00:00,20.7,0,,
2020/7/14 3:00:00,20.7,0.5,10,
2020/7/14 4:00:00,21.1,1,,
2020/7/14 5:00:00,21.2,1.5,,
2020/7/14 6:00:00,21.7,0.5,10,
2020/7/14 7:00:00,22.5,0,,
2020/7/14 8:00:00,22.9,0.5,,
2020/7/14 9:00:00,23.6,1,10,
2020/7/14 10:00:00,23.1,0,,
2020/7/14 11:00:00,22.8,0.5,,
2020/7/14 12:00:00,23,0,10,
2020/7/14 13:00:00,22.1,0,,
2020/7/14 14:00:00,22.3,0,,
2020/7/14 15:00:00,23,0,4,
2020/7/14 16:00:00,23.2,0,,
2020/7/14 17:00:00,23.4,0,,
2020/7/14 18:00:00,22.8,0,4,
2020/7/14 19:00:00,22.2,0,,
2020/7/14 20:00:00,22.1,0,,
2020/7/14 21:00:00,22.5,0,4,
2020/7/14 22:00:00,22.6,0,,
2020/7/14 23:00:00,22.4,0,,
2020/7/15 00:00:00,21.9,0,,
2020/7/15 1:00:00,21.4,0,,
2020/7/15 2:00:00,21.1,0,,
2020/7/15 3:00:00,20.9,0,4,
2020/7/15 4:00:00,21,0,,
2020/7/15 5:00:00,21.1,0,,
2020/7/15 6:00:00,21,0,10,
2020/7/15 7:00:00,21,1,,
2020/7/15 8:00:00,21.3,0.5,,
2020/7/15 9:00:00,21.2,0.5,4,
2020/7/15 10:00:00,21.2,0,,
2020/7/15 11:00:00,21.5,0,,
2020/7/15 12:00:00,21.5,0.5,10,
2020/7/15 13:00:00,21.6,0.5,,
2020/7/15 14:00:00,21.4,0,,
2020/7/15 15:00:00,20.8,0,10,
2020/7/15 16:00:00,20.3,0.5,,
2020/7/15 17:00:00,20.3,0,,
2020/7/15 18:00:00,20,0,4,
2020/7/15 19:00:00,19.3,0,,
2020/7/15 20:00:00,18.7,0,,
2020/7/15 21:00:00,18.3,0.5,10,
2020/7/15 22:00:00,18,1,,
2020/7/15 23:00:00,17.9,1,,
2020/7/16 00:00:00,17.8,0.5,,
2020/7/16 1:00:00,17.5,0.5,,
2020/7/16 2:00:00,17.5,0,,
2020/7/16 3:00:00,17.4,0,4,
2020/7/16 4:00:00,17.6,0,,
2020/7/16 5:00:00,17.6,0,,
2020/7/16 6:00:00,18.1,0,4,
2020/7/16 7:00:00,18.2,0,,
2020/7/16 8:00:00,19.4,0,,
2020/7/16 9:00:00,20,0,4,
2020/7/16 10:00:00,20.6,0,,
2020/7/16 11:00:00,21.4,0,,
2020/7/16 12:00:00,22.7,0,4,
2020/7/16 13:00:00,24.5,0,,
2020/7/16 14:00:00,23.4,0,,
2020/7/16 15:00:00,24.2,0,4,
2020/7/16 16:00:00,23.3,0,,
2020/7/16 17:00:00,23.3,0,,
2020/7/16 18:00:00,22.9,0,4,
2020/7/16 19:00:00,22.4,0,,
2020/7/16 20:00:00,21.7,0,,
2020/7/16 21:00:00,21.4,0,4,
2020/7/16 22:00:00,21.3,0,,
2020/7/16 23:00:00,20.9,0,,
2020/7/17 00:00:00,20.4,0,,
2020/7/17 1:00:00,19.7,0,,
2020/7/17 2:00:00,19.1,0.5,,
2020/7/17 3:00:00,18.5,3,10,
2020/7/17 4:00:00,18.3,3,,
2020/7/17 5:00:00,18.3,1,,
2020/7/17 6:00:00,18.3,3.5,10,
2020/7/17 7:00:00,18.4,3,,
2020/7/17 8:00:00,18.5,3,,
2020/7/17 9:00:00,18.5,1,10,
2020/7/17 10:00:00,18.7,2,,
2020/7/17 11:00:00,19.9,1,,
2020/7/17 12:00:00,19.9,0,10,
2020/7/17 13:00:00,19.6,0,,
2020/7/17 14:00:00,20,0,,
2020/7/17 15:00:00,20.4,0.5,4,
2020/7/17 16:00:00,20.4,0.5,,
2020/7/17 17:00:00,19.9,0,,
2020/7/17 18:00:00,19.8,0,10,
2020/7/17 19:00:00,19.6,0,,
2020/7/17 20:00:00,19.4,0.5,,
2020/7/17 21:00:00,19.4,2,10,
2020/7/17 22:00:00,19.4,4,,
2020/7/17 23:00:00,19.3,4,,
2020/7/18 00:00:00,19.3,2,,
2020/7/18 1:00:00,19.3,0.5,,
2020/7/18 2:00:00,19.3,0,,
2020/7/18 3:00:00,19.3,1.5,10,
2020/7/18 4:00:00,19.4,0.5,,
2020/7/18 5:00:00,19.5,0,,
2020/7/18 6:00:00,19.6,2.5,10,
2020/7/18 7:00:00,19.6,5,,
2020/7/18 8:00:00,19.9,4,,
2020/7/18 9:00:00,20,1.5,10,
2020/7/18 10:00:00,19.8,3,,
2020/7/18 11:00:00,20.1,1,,
2020/7/18 12:00:00,20.3,0.5,10,
2020/7/18 13:00:00,20.5,0,,
2020/7/18 14:00:00,21.4,0,,
2020/7/18 15:00:00,21,0,4,
2020/7/18 16:00:00,21.3,0,,
2020/7/18 17:00:00,21.6,0,,
2020/7/18 18:00:00,21.3,0,10,
2020/7/18 19:00:00,21.2,0,,
2020/7/18 20:00:00,21,0,,
2020/7/18 21:00:00,21.2,0,4,
2020/7/18 22:00:00,21.2,0,,
2020/7/18 23:00:00,21.4,0,,
2020/7/19 00:00:00,21.4,0,,
2020/7/19 1:00:00,21.5,0,,
2020/7/19 2:00:00,21.4,0,,
2020/7/19 3:00:00,21.6,0,4,
2020/7/19 4:00:00,21.6,0,,
2020/7/19 5:00:00,21.7,0,,
2020/7/19 6:00:00,21.7,0,4,
2020/7/19 7:00:00,21.7,0,,
2020/7/19 8:00:00,22.5,0,,
2020/7/19 9:00:00,22.7,0,4,
2020/7/19 10:00:00,25.9,0,,
2020/7/19 11:00:00,26.5,0,,
2020/7/19 12:00:00,28,0,2,
2020/7/19 13:00:00,27.9,0,,
2020/7/19 14:00:00,27.5,0,,
2020/7/19 15:00:00,27.3,0,2,
2020/7/19 16:00:00,27.3,0,,
2020/7/19 17:00:00,26.3,0,,
2020/7/19 18:00:00,25.8,0,2,
2020/7/19 19:00:00,24.5,0,,
2020/7/19 20:00:00,23.8,0,,
2020/7/19 21:00:00,24,0,1,
2020/7/19 22:00:00,23.7,0,,
2020/7/19 23:00:00,23.8,0,,
2020/7/20 00:00:00,23.5,0,,
2020/7/20 1:00:00,23.4,0,,
2020/7/20 2:00:00,24.1,0,,
2020/7/20 3:00:00,23.4,0,2,
2020/7/20 4:00:00,23.5,0,,
2020/7/20 5:00:00,23.1,0,,
2020/7/20 6:00:00,24.1,0,3,
2020/7/20 7:00:00,25,0,,
2020/7/20 8:00:00,27,0,,
2020/7/20 9:00:00,28.1,0,4,
2020/7/20 10:00:00,28.6,0,,
2020/7/20 11:00:00,30.1,0,,
2020/7/20 12:00:00,31.1,0,3,
2020/7/20 13:00:00,30.7,0,,
2020/7/20 14:00:00,31.2,0,,
2020/7/20 15:00:00,30.8,0,3,
2020/7/20 16:00:00,30.4,0,,
2020/7/20 17:00:00,29.3,0,,
2020/7/20 18:00:00,27.9,0,4,
2020/7/20 19:00:00,27.7,0,,
2020/7/20 20:00:00,26.5,0,,
2020/7/20 21:00:00,26.7,0,4,
2020/7/20 22:00:00,25.5,0,,
2020/7/20 23:00:00,24.4,0,,
2020/7/21 00:00:00,24,0,,
2020/7/21 1:00:00,23.3,0,,
2020/7/21 2:00:00,22.9,0.5,,
2020/7/21 3:00:00,22.7,0,10,
2020/7/21 4:00:00,22.7,0,,
2020/7/21 5:00:00,22.8,0,,
2020/7/21 6:00:00,22.9,0,4,
2020/7/21 7:00:00,23.9,0,,
2020/7/21 8:00:00,24.3,0,,
2020/7/21 9:00:00,25.2,0,10,
2020/7/21 10:00:00,25.8,0,,
2020/7/21 11:00:00,26.7,0,,
2020/7/21 12:00:00,27.1,0,4,
2020/7/21 13:00:00,28.1,0,,
2020/7/21 14:00:00,27.7,0,,
2020/7/21 15:00:00,28.6,0,4,
2020/7/21 16:00:00,28.1,0,,
2020/7/21 17:00:00,27.8,0,,
2020/7/21 18:00:00,27.2,0,4,
2020/7/21 19:00:00,26.8,0,,
2020/7/21 20:00:00,26.4,0,,
2020/7/21 21:00:00,25.9,0,4,
2020/7/21 22:00:00,25.6,0,,
2020/7/21 23:00:00,25,0.5,,
2020/7/22 00:00:00,25.2,0,,
2020/7/22 1:00:00,25,0,,
2020/7/22 2:00:00,25.1,0,,
2020/7/22 3:00:00,25.1,0,4,
2020/7/22 4:00:00,25,0,,
2020/7/22 5:00:00,25.1,0,,
2020/7/22 6:00:00,25.2,0,4,
2020/7/22 7:00:00,25.6,0,,
2020/7/22 8:00:00,25.7,0,,
2020/7/22 9:00:00,25.8,0,4,
2020/7/22 10:00:00,27.2,0,,
2020/7/22 11:00:00,26.7,0,,
2020/7/22 12:00:00,29.3,0,4,
2020/7/22 13:00:00,29.3,0,,
2020/7/22 14:00:00,28.6,0,,
2020/7/22 15:00:00,29.2,0,4,
2020/7/22 16:00:00,28.4,0,,
2020/7/22 17:00:00,28.2,0,,
2020/7/22 18:00:00,28.1,0,4,
2020/7/22 19:00:00,27.2,0,,
2020/7/22 20:00:00,26.6,0,,
2020/7/22 21:00:00,25.6,0,4,
2020/7/22 22:00:00,25.7,0,,
2020/7/22 23:00:00,25.7,0,,
2020/7/23 00:00:00,25.3,0,,
2020/7/23 1:00:00,25.7,0,,
2020/7/23 2:00:00,24.8,4.5,,
2020/7/23 3:00:00,24.3,0.5,4,
2020/7/23 4:00:00,23.7,0,,
2020/7/23 5:00:00,23.5,0,,
2020/7/23 6:00:00,23.6,0,10,
2020/7/23 7:00:00,24.3,0,,
2020/7/23 8:00:00,24.4,0.5,,
2020/7/23 9:00:00,23.5,0,10,
2020/7/23 10:00:00,23.1,16.5,,
2020/7/23 11:00:00,22.9,7.5,,
2020/7/23 12:00:00,23.3,0,10,
2020/7/23 13:00:00,23.2,0,,
2020/7/23 14:00:00,23,0.5,,
2020/7/23 15:00:00,22.9,0,10,
2020/7/23 16:00:00,22.7,1,,
2020/7/23 17:00:00,22.6,0.5,,
2020/7/23 18:00:00,22.5,0,10,
2020/7/23 19:00:00,22.4,0,,
2020/7/23 20:00:00,22.3,0,,
2020/7/23 21:00:00,22.5,0,4,
2020/7/23 22:00:00,22.3,0,,
2020/7/23 23:00:00,22.2,0,,
2020/7/24 00:00:00,22.1,0,,
2020/7/24 1:00:00,22.2,0,,
2020/7/24 2:00:00,21.8,0,,
2020/7/24 3:00:00,21.7,0,4,
2020/7/24 4:00:00,21.8,0,,
2020/7/24 5:00:00,21.9,0,,
2020/7/24 6:00:00,23,0,4,
2020/7/24 7:00:00,23.5,0,,
2020/7/24 8:00:00,24.6,0,,
2020/7/24 9:00:00,24.6,0,4,
2020/7/24 10:00:00,24.7,0,,
2020/7/24 11:00:00,25.3,0,,
2020/7/24 12:00:00,25.6,0,10,
2020/7/24 13:00:00,26.4,0,,
2020/7/24 14:00:00,25.9,0,,
2020/7/24 15:00:00,26,0,4,
2020/7/24 16:00:00,26.9,0,,
2020/7/24 17:00:00,27,0,,
2020/7/24 18:00:00,26,0,10,
2020/7/24 19:00:00,24.9,0,,
2020/7/24 20:00:00,24.5,0,,
2020/7/24 21:00:00,24.5,0,4,
2020/7/24 22:00:00,24.8,0,,
2020/7/24 23:00:00,24.6,0,,
2020/7/25 00:00:00,24.7,0,,
2020/7/25 1:00:00,24.6,0,,
2020/7/25 2:00:00,24.1,0,,
2020/7/25 3:00:00,24.2,9.5,10,
2020/7/25 4:00:00,24.2,0.5,,
2020/7/25 5:00:00,24.1,0,,
2020/7/25 6:00:00,24.1,6.5,4,
2020/7/25 7:00:00,24.3,0.5,,
2020/7/25 8:00:00,25.6,0,,
2020/7/25 9:00:00,25.7,0,4,
2020/7/25 10:00:00,25.7,0.5,,
2020/7/25 11:00:00,25.8,0,,
2020/7/25 12:00:00,26.9,0,4,
2020/7/25 13:00:00,26.5,0,,
2020/7/25 14:00:00,25.6,4,,
2020/7/25 15:00:00,25.8,1.5,4,
2020/7/25 16:00:00,26.3,0,,
2020/7/25 17:00:00,25.6,0.5,,
2020/7/25 18:00:00,25.7,0,4,
2020/7/25 19:00:00,25.1,0,,
2020/7/25 20:00:00,24.9,0,,
2020/7/25 21:00:00,24.6,0,4,
2020/7/25 22:00:00,24.1,0,,
2020/7/25 23:00:00,24,0,,
2020/7/26 00:00:00,23.7,0,,
2020/7/26 1:00:00,24.4,0,,
2020/7/26 2:00:00,24.7,0,,
2020/7/26 3:00:00,24.8,0,4,
2020/7/26 4:00:00,24.4,0,,
2020/7/26 5:00:00,23.7,5.5,,
2020/7/26 6:00:00,23.7,2.5,10,
2020/7/26 7:00:00,24,1.5,,
2020/7/26 8:00:00,24.6,1,,
2020/7/26 9:00:00,25.5,1.5,10,
2020/7/26 10:00:00,26.9,1,,
2020/7/26 11:00:00,28.4,0,,
2020/7/26 12:00:00,30.6,0,2,
2020/7/26 13:00:00,27.1,0,,
2020/7/26 14:00:00,28.4,0,,
2020/7/26 15:00:00,25.8,0.5,10,
2020/7/26 16:00:00,26,1,,
2020/7/26 17:00:00,25.5,0.5,,
2020/7/26 18:00:00,25.4,0,3,
2020/7/26 19:00:00,25.8,0,,
2020/7/26 20:00:00,25.3,0,,
2020/7/26 21:00:00,25.4,0,15,
2020/7/26 22:00:00,25.1,3,,
2020/7/26 23:00:00,24.6,0.5,,
2020/7/27 00:00:00,24.1,0,,
2020/7/27 1:00:00,24.2,0,,
2020/7/27 2:00:00,24.5,0,,
2020/7/27 3:00:00,24.6,0,4,
2020/7/27 4:00:00,24.2,0,,
2020/7/27 5:00:00,24.2,0,,
2020/7/27 6:00:00,24.4,0,4,
2020/7/27 7:00:00,25.3,0,,
2020/7/27 8:00:00,26.6,0,,
2020/7/27 9:00:00,28.3,0,4,
2020/7/27 10:00:00,29,0,,
2020/7/27 11:00:00,29.5,0,,
2020/7/27 12:00:00,29,0,10,
2020/7/27 13:00:00,28.4,0,,
2020/7/27 14:00:00,28.1,0,,
2020/7/27 15:00:00,28.1,0,4,
2020/7/27 16:00:00,28.2,0,,
2020/7/27 17:00:00,27.4,0,,
2020/7/27 18:00:00,26.5,0.5,4,
2020/7/27 19:00:00,26.1,0,,
2020/7/27 20:00:00,25.2,0.5,,
2020/7/27 21:00:00,24.8,0.5,10,
2020/7/27 22:00:00,24.6,0.5,,
2020/7/27 23:00:00,24.5,0,,
2020/7/28 00:00:00,24.7,0,,
2020/7/28 1:00:00,24.6,0,,
2020/7/28 2:00:00,24.7,0,,
2020/7/28 3:00:00,24.5,0,10,
2020/7/28 4:00:00,24.5,0,,
2020/7/28 5:00:00,24,0,,
2020/7/28 6:00:00,24.2,0.5,10,
2020/7/28 7:00:00,25.3,0,,
2020/7/28 8:00:00,27.1,0,,
2020/7/28 9:00:00,28.5,0,4,
2020/7/28 10:00:00,28.6,0,,
2020/7/28 11:00:00,28.8,0,,
2020/7/28 12:00:00,30,0,10,
2020/7/28 13:00:00,30.6,0,,
2020/7/28 14:00:00,29.6,0,,
2020/7/28 15:00:00,28.8,0,10,
2020/7/28 16:00:00,27.6,0,,
2020/7/28 17:00:00,27.8,0,,
2020/7/28 18:00:00,26.8,0,10,
2020/7/28 19:00:00,26.4,0,,
2020/7/28 20:00:00,25.6,0.5,,
2020/7/28 21:00:00,25.6,0.5,10,
2020/7/28 22:00:00,25.4,0.5,,
2020/7/28 23:00:00,25.3,0,,
2020/7/29 00:00:00,25.4,0,,
2020/7/29 1:00:00,24.5,0,,
2020/7/29 2:00:00,22.3,0,,
2020/7/29 3:00:00,22.3,0,4,
2020/7/29 4:00:00,22.2,0,,
2020/7/29 5:00:00,22.1,0,,
2020/7/29 6:00:00,22.1,0,4,
2020/7/29 7:00:00,22.5,0,,
2020/7/29 8:00:00,22.9,0,,
2020/7/29 9:00:00,23.2,0,4,
2020/7/29 10:00:00,23.4,0,,
2020/7/29 11:00:00,23.3,0,,
2020/7/29 12:00:00,22.8,0,10,
2020/7/29 13:00:00,23.3,0,,
2020/7/29 14:00:00,24.6,0,,
2020/7/29 15:00:00,24.6,0,4,
2020/7/29 16:00:00,24.4,0,,
2020/7/29 17:00:00,23.9,0,,
2020/7/29 18:00:00,23.1,0,4,
2020/7/29 19:00:00,22.8,0,,
2020/7/29 20:00:00,22.2,0,,
2020/7/29 21:00:00,22.1,0,4,
2020/7/29 22:00:00,21.8,0,,
2020/7/29 23:00:00,21.6,0,,
2020/7/30 00:00:00,21.3,0,,
2020/7/30 1:00:00,21.5,0,,
2020/7/30 2:00:00,20.7,0,,
2020/7/30 3:00:00,20.5,0,4,
2020/7/30 4:00:00,20.6,0,,
2020/7/30 5:00:00,20.9,0,,
2020/7/30 6:00:00,20.8,0,4,
2020/7/30 7:00:00,21.1,0,,
2020/7/30 8:00:00,21.1,0,,
2020/7/30 9:00:00,21.8,0,4,
2020/7/30 10:00:00,22.8,0,,
2020/7/30 11:00:00,24.4,0,,
2020/7/30 12:00:00,25.4,0,4,
2020/7/30 13:00:00,25.2,0,,
2020/7/30 14:00:00,25.5,0,,
2020/7/30 15:00:00,26,0,4,
2020/7/30 16:00:00,25.1,0,,
2020/7/30 17:00:00,24.8,0,,
2020/7/30 18:00:00,24.9,0,4,
2020/7/30 19:00:00,24.6,0,,
2020/7/30 20:00:00,23.9,0,,
2020/7/30 21:00:00,23.7,0,4,
2020/7/30 22:00:00,23.6,0,,
2020/7/30 23:00:00,23.5,0,,
2020/7/31 00:00:00,23.3,0,,
2020/7/31 1:00:00,23.2,0,,
2020/7/31 2:00:00,23,0,,
2020/7/31 3:00:00,22.9,0,4,
2020/7/31 4:00:00,22.6,0,,
2020/7/31 5:00:00,22.5,0,,
2020/7/31 6:00:00,23,0,10,
2020/7/31 7:00:00,23.2,1,,
2020/7/31 8:00:00,23.5,0,,
2020/7/31 9:00:00,23.4,0,4,
2020/7/31 10:00:00,23.2,0,,
2020/7/31 11:00:00,23.4,0,,
2020/7/31 12:00:00,24.5,0,4,
2020/7/31 13:00:00,27.9,0,,
2020/7/31 14:00:00,28.5,0,,
2020/7/31 15:00:00,28.2,0,4,
2020/7/31 16:00:00,27.9,0,,
2020/7/31 17:00:00,27.3,0,,
2020/7/31 18:00:00,26.2,0,2,
2020/7/31 19:00:00,24.9,0,,
2020/7/31 20:00:00,24.9,0,,
2020/7/31 21:00:00,25.9,0,4,
2020/7/31 22:00:00,25.2,0,,
2020/7/31 23:00:00,25.2,0,,
2020/8/1 00:00:00,24.8,0,,
2020/8/1 1:00:00,24.2,0,,
2020/8/1 2:00:00,24.2,0,,
2020/8/1 3:00:00,23.9,0,10,
2020/8/1 4:00:00,23.2,0,,
2020/8/1 5:00:00,22,0.5,,
2020/8/1 6:00:00,22.6,0,4,
2020/8/1 7:00:00,23.4,0,,
2020/8/1 8:00:00,25.5,0,,
2020/8/1 9:00:00,26.9,0,2,
2020/8/1 10:00:00,28.2,0,,
2020/8/1 11:00:00,29.4,0,,
2020/8/1 12:00:00,30.6,0,2,
2020/8/1 13:00:00,30.3,0,,
2020/8/1 14:00:00,29.9,0,,
2020/8/1 15:00:00,29.7,0,2,
2020/8/1 16:00:00,28.3,0,,
2020/8/1 17:00:00,27.7,0,,
2020/8/1 18:00:00,26.9,0,2,
2020/8/1 19:00:00,25.9,0,,
2020/8/1 20:00:00,25.3,0,,
2020/8/1 21:00:00,24.7,0,2,
2020/8/1 22:00:00,24.5,0,,
2020/8/1 23:00:00,24.6,0,,
2020/8/2 00:00:00,24.3,0,,
2020/8/2 1:00:00,23.9,0,,
2020/8/2 2:00:00,23.6,0,,
2020/8/2 3:00:00,23.4,0,2,
2020/8/2 4:00:00,22.7,0,,
2020/8/2 5:00:00,23,0,,
2020/8/2 6:00:00,23.3,0,4,
2020/8/2 7:00:00,24.6,0,,
2020/8/2 8:00:00,25.2,0,,
2020/8/2 9:00:00,27.2,0,2,
2020/8/2 10:00:00,27.2,0,,
2020/8/2 11:00:00,28,0,,
2020/8/2 12:00:00,28.9,0,2,
2020/8/2 13:00:00,30.4,0,,
2020/8/2 14:00:00,30.9,0,,
2020/8/2 15:00:00,30.4,0,4,
2020/8/2 16:00:00,30,0,,
2020/8/2 17:00:00,29.4,0,,
2020/8/2 18:00:00,28.1,0,2,
2020/8/2 19:00:00,26.9,0,,
2020/8/2 20:00:00,26,0,,
2020/8/2 21:00:00,25.2,0,2,
2020/8/2 22:00:00,24.8,0,,
2020/8/2 23:00:00,24.1,0,,
2020/8/3 00:00:00,23.3,0,,
2020/8/3 1:00:00,23.8,0,,
2020/8/3 2:00:00,23.4,0,,
2020/8/3 3:00:00,22.7,0,2,
2020/8/3 4:00:00,22.7,0,,
2020/8/3 5:00:00,22.6,0,,
2020/8/3 6:00:00,24,0,4,
2020/8/3 7:00:00,25.1,0,,
2020/8/3 8:00:00,26,0,,
2020/8/3 9:00:00,28,0,2,
2020/8/3 10:00:00,30.1,0,,
2020/8/3 11:00:00,29.4,0,,
2020/8/3 12:00:00,30.6,0,2,
2020/8/3 13:00:00,31.2,0,,
2020/8/3 14:00:00,31.5,0,,
2020/8/3 15:00:00,32.2,0,2,
2020/8/3 16:00:00,31.2,0,,
2020/8/3 17:00:00,30,0,,
2020/8/3 18:00:00,29.2,0,2,
2020/8/3 19:00:00,27.8,0,,
2020/8/3 20:00:00,27.1,0,,
2020/8/3 21:00:00,26.3,0,2,
2020/8/3 22:00:00,26,0,,
2020/8/3 23:00:00,25.9,0,,
2020/8/4 00:00:00,25.7,0,,
2020/8/4 1:00:00,25.7,0,,
2020/8/4 2:00:00,25,0,,
2020/8/4 3:00:00,25.1,0,2,
2020/8/4 4:00:00,24.8,0,,
2020/8/4 5:00:00,24.6,0,,
2020/8/4 6:00:00,25.2,0,2,
2020/8/4 7:00:00,26.6,0,,
2020/8/4 8:00:00,27.5,0,,
2020/8/4 9:00:00,29.4,0,2,
2020/8/4 10:00:00,30,0,,
2020/8/4 11:00:00,30.8,0,,
2020/8/4 12:00:00,31.5,0,2,
2020/8/4 13:00:00,31.9,0,,
2020/8/4 14:00:00,32.3,0,,
2020/8/4 15:00:00,32.5,0,2,
2020/8/4 16:00:00,32.1,0,,
2020/8/4 17:00:00,30.6,0,,
2020/8/4 18:00:00,29.5,0,2,
2020/8/4 19:00:00,28.8,0,,
2020/8/4 20:00:00,28,0,,
2020/8/4 21:00:00,27.2,0,2,
2020/8/4 22:00:00,26.6,0,,
2020/8/4 23:00:00,26.7,0,,
2020/8/5 00:00:00,26.3,0,,
2020/8/5 1:00:00,25.8,0,,
2020/8/5 2:00:00,26.4,0,,
2020/8/5 3:00:00,26.3,0,2,
2020/8/5 4:00:00,26.4,0,,
2020/8/5 5:00:00,26.4,0,,
2020/8/5 6:00:00,26.4,0,4,
2020/8/5 7:00:00,27.7,0,,
2020/8/5 8:00:00,28.8,0,,
2020/8/5 9:00:00,30.3,0,2,
2020/8/5 10:00:00,31,0,,
2020/8/5 11:00:00,31.8,0,,
2020/8/5 12:00:00,32.3,0,1,
2020/8/5 13:00:00,32.5,0,,
2020/8/5 14:00:00,33.5,0,,
2020/8/5 15:00:00,33.4,0,1,
2020/8/5 16:00:00,32.8,0,,
2020/8/5 17:00:00,31.2,0,,
2020/8/5 18:00:00,29.9,0,2,
2020/8/5 19:00:00,28.9,0,,
2020/8/5 20:00:00,28.2,0,,
2020/8/5 21:00:00,27.7,0,2,
2020/8/5 22:00:00,27.4,0,,
2020/8/5 23:00:00,27.2,0,,
2020/8/6 00:00:00,26.7,0,,
2020/8/6 1:00:00,26.3,0,,
2020/8/6 2:00:00,25.7,0,,
2020/8/6 3:00:00,25.6,0,2,
2020/8/6 4:00:00,26.1,0,,
2020/8/6 5:00:00,26.2,0,,
2020/8/6 6:00:00,26.9,0,2,
